No;wage;union;nonwhite;married;education;experience;weights;age;education_in_years;experience_in_years
119314;4.452895118;no;no;yes;HS dropout;35-39;4117.799805;53;10;37
265148;10.82572348;yes;no;yes;Some College;20-24;741.1199951;40;14;20
139462;6.810672633;no;no;no;Post-graduate;Okt-14;7576.950195;37;18;13
178940;7.053554138;no;no;yes;High School;30-34;6432.439941;50;12;32
64790;14.8314606;yes;no;yes;HS dropout;30-34;5343.100098;49;10;33
222383;11.9889904;no;no;yes;Post-graduate;Okt-14;1385.800049;35;18;11
181180;6.036794381;no;no;no;College;Okt-14;3174.830078;33;16;11
252369;17.158023;no;no;yes;College;20-24;6058.549805;43;16;21
208856;8.476722321;yes;no;yes;HS dropout;20-24;5651.129883;37;11;20
255155;2.331192631;yes;no;no;HS dropout;0-4;8749.05957;17;11;0
33037;5.854838534;yes;no;yes;College;Okt-14;7687.259766;35;16;13
239494;4.234446248;no;no;yes;Elementary;>=40;4953.319824;56;8;42
189532;4.244621296;yes;no;yes;Some College;15-19;6551.839844;36;13;17
213484;9.299176714;no;no;yes;Some College;30-34;9268.929688;53;14;33
183315;2.922033248;yes;yes;no;High School;20-24;8532.44043;41;12;23
185407;10.59312213;no;no;no;Post-graduate;05-Sep;7001.370117;32;17;9
258454;10.08333437;yes;no;yes;College;0-4;15421.19043;26;16;4
192667;8.738888625;no;no;yes;College;15-19;7948.290039;38;16;16
122855;10.89344705;yes;no;yes;High School;30-34;1280.130005;50;12;32
203142;4.5920862;yes;no;yes;High School;35-39;7962.609863;57;12;39
2437;5.75049499;yes;no;yes;High School;Okt-14;1398.719971;31;12;13
157291;5.356421327;no;no;yes;High School;15-19;2138.050049;33;12;15
18771;4.823277445;no;no;no;Post-graduate;0-4;7438.810059;27;18;3
233231;5.545833407;no;no;no;Some College;05-Sep;6873.629883;28;13;9
245451;8.529134836;no;no;yes;High School;>=40;8547.669922;60;12;42
18671;5.8367526;yes;no;yes;High School;Okt-14;7248.390137;32;12;14
231934;2.368195747;no;no;yes;Some College;Okt-14;6696.910156;33;13;14
152628;5.292865503;no;yes;yes;College;Okt-14;971.75;33;16;11
127982;24.38549097;no;no;yes;High School;20-24;8037.790039;38;12;20
188406;4.217007597;no;no;yes;College;0-4;6394.009766;24;16;2
55241;6.186094133;no;no;yes;High School;30-34;7975.759766;49;12;31
42775;6.738861779;no;no;no;College;05-Sep;5463.209961;27;16;5
71112;5.733464709;no;no;yes;Some College;05-Sep;8463.950195;25;13;6
126872;7.076023708;no;no;yes;High School;30-34;7753.839844;52;12;34
104519;8.135612346;no;yes;yes;Some College;15-19;5473;37;14;17
4176;6.27097757;no;no;no;College;0-4;7126.240234;25;16;3
188319;4.946898642;no;no;no;High School;Okt-14;7767.799805;29;12;11
193045;8.839286254;no;no;yes;Some College;35-39;6878.180176;59;14;39
72732;11.13496822;no;no;yes;Post-graduate;20-24;8510.549805;48;18;24
221338;19.95699336;yes;no;yes;College;20-24;7851.540039;46;16;24
20570;17.07178159;no;no;yes;Post-graduate;05-Sep;8691.019531;32;18;8
160350;4.321428816;no;no;yes;High School;15-19;3040.209961;36;12;18
258017;4.407614386;yes;no;yes;Elementary;25-29;6327.97998;36;1;29
39404;2.484269736;no;no;no;HS dropout;0-4;5639.720215;16;10;0
65920;13.77823301;no;no;yes;High School;30-34;4969.759766;52;12;34
155235;3.126315847;no;no;yes;Elementary;>=40;1477.359985;62;8;48
91819;12.32561246;yes;no;yes;College;35-39;8044.970215;57;16;35
192400;12.40166342;no;no;yes;Post-graduate;35-39;4749.180176;62;18;38
130552;10.54871697;no;no;yes;High School;30-34;10338.21973;51;12;33
153732;6.947368509;no;yes;yes;Post-graduate;0-4;2537.77002;27;18;3
190627;5.933848716;yes;no;yes;High School;15-19;4956.870117;35;12;17
107421;10.02157899;no;no;yes;Some College;05-Sep;8284.200195;26;14;6
226614;3.030612209;no;no;no;College;0-4;3404.870117;23;16;1
30933;4.115730174;no;no;yes;High School;35-39;6363.649902;55;12;37
135660;5.253675451;yes;no;no;High School;0-4;8068.75;22;12;4
264448;2.361238834;no;no;yes;HS dropout;Okt-14;14054.30957;29;9;14
120337;4.481481248;no;no;yes;Elementary;>=40;5227.129883;53;5;42
33442;5.122984028;no;no;yes;High School;>=40;6821.080078;60;12;42
109437;24.62201442;no;no;yes;Post-graduate;15-19;6995.859863;41;18;17
234787;7.408163368;yes;no;yes;High School;35-39;7471.740234;54;12;36
39150;2.173652712;no;no;no;HS dropout;0-4;6269.589844;17;11;0
176246;9.41111001;no;no;yes;College;25-29;1565.25;48;16;26
161608;7.177028188;yes;no;yes;Post-graduate;20-24;9050.490234;44;17;21
29444;10.09334742;yes;no;yes;Some College;15-19;6776.759766;36;14;16
196911;10.27358477;no;no;yes;College;0-4;6509.049805;24;16;2
188059;10.08333437;yes;no;yes;High School;Okt-14;6827.970215;30;12;12
188849;20.64474512;no;no;yes;Post-graduate;15-19;4230.620117;41;18;17
247059;3.710518156;no;no;yes;High School;25-29;1852.369995;44;12;26
20696;2.484269736;no;no;yes;HS dropout;Okt-14;8175.77002;28;11;11
51051;5.269354721;no;no;no;College;15-19;8037.169922;41;16;19
263147;4.641858223;no;yes;no;HS dropout;05-Sep;6394.529785;24;11;7
201284;8.592917114;yes;no;yes;High School;>=40;8831.120117;60;12;42
169056;24.91196584;no;no;no;College;30-34;6750.060059;55;16;33
218581;8.159174733;no;no;yes;HS dropout;>=40;4830.740234;56;10;40
258118;8.348666151;yes;no;no;Post-graduate;Okt-14;10727.7002;35;18;11
110868;6.252631706;yes;no;yes;Some College;>=40;6208.540039;60;13;41
187857;11.51141177;no;no;yes;High School;30-34;5780.680176;50;12;32
145704;7.84259174;no;no;yes;High School;15-19;6223.169922;36;12;18
184619;4.189750844;no;yes;no;High School;Okt-14;7597.640137;30;12;12
24226;13.51787611;no;no;yes;High School;15-19;7334.549805;35;12;17
257934;3.373605989;no;no;yes;Elementary;Okt-14;7748.310059;20;4;10
140080;4.133684204;no;no;yes;High School;05-Sep;6107.560059;24;12;6
219392;5.556872436;no;no;yes;Post-graduate;05-Sep;5554.899902;28;17;5
74884;5.391089281;no;no;yes;Elementary;30-34;7595.399902;43;7;30
212698;8.30697456;yes;no;yes;High School;35-39;3029.169922;57;12;39
51417;3.337078648;no;no;yes;Elementary;25-29;8322.679688;40;6;28
64935;5.561797804;no;yes;yes;HS dropout;Okt-14;4663.120117;30;11;13
48187;6.358859171;no;no;yes;Elementary;35-39;6569.850098;49;8;35
54047;2.695544475;no;no;yes;HS dropout;05-Sep;6909.22998;21;10;5
57137;2.523336695;no;no;yes;High School;0-4;6895.859863;20;12;2
167163;6.914285937;no;no;no;Some College;30-34;5183.950195;50;13;31
40269;25.59001617;no;no;yes;Post-graduate;15-19;7453.899902;40;18;16
233647;5.136792374;no;no;yes;High School;20-24;6618.470215;42;12;24
45030;13.91871064;no;no;no;College;Okt-14;7479.27002;33;16;11
32710;6.450148017;no;no;no;High School;>=40;6477.180176;63;12;45
24790;7.68447618;no;no;yes;High School;30-34;6920.740234;50;12;32
128521;11.25541206;no;yes;yes;Post-graduate;Okt-14;1868.280029;36;18;12
133545;5.545344204;no;no;yes;Post-graduate;0-4;11361.12988;26;17;3
174873;2.69888472;no;no;no;HS dropout;0-4;2123.689941;18;11;1
213494;7.915416949;no;no;yes;High School;25-29;9978.80957;44;12;26
50036;4.492574438;no;no;yes;Some College;Okt-14;8268.299805;33;13;14
181886;12.9642867;yes;no;no;High School;Okt-14;8508.620117;30;12;12
147093;11.79337156;no;no;yes;Some College;25-29;7122.5;45;14;25
13939;11.70967709;yes;no;yes;Post-graduate;20-24;6624.370117;46;18;22
199518;9.108610464;yes;no;yes;HS dropout;>=40;6250.47998;60;11;43
35544;2.486809762;no;no;no;Some College;0-4;1091.829956;20;14;0
12334;9.660677532;no;no;yes;Post-graduate;15-19;7227.490234;43;18;19
161164;3.544922018;no;no;no;HS dropout;05-Sep;2641.5;22;11;5
13448;2.507207253;no;no;no;High School;0-4;7404.319824;19;12;1
9046;10.06320611;yes;no;yes;High School;15-19;7222.629883;36;12;18
95109;8.845028813;no;no;yes;High School;15-19;8028.660156;35;12;17
81997;4.479269531;yes;yes;yes;HS dropout;35-39;3964.98999;51;10;35
141919;4.953216175;no;no;yes;Some College;15-19;6264.25;36;14;16
75796;7.921322258;yes;yes;yes;Some College;30-34;6030.049805;54;14;34
9471;14.28987697;no;no;yes;College;25-29;8143.52002;48;16;26
33714;6.803932367;no;no;yes;High School;20-24;6400.540039;38;12;20
105929;7.882285282;yes;no;yes;High School;Okt-14;6477.950195;30;12;12
134721;7.719297363;no;no;yes;High School;25-29;6212.680176;44;12;26
80075;29.27419355;no;no;no;Post-graduate;Okt-14;7569.339844;35;18;11
17521;3.611758696;no;no;yes;High School;0-4;8430.660156;22;12;4
196840;7.505638694;yes;no;yes;High School;15-19;5884.75;36;12;18
12893;4.082822214;yes;yes;yes;High School;20-24;6881.02002;38;12;20
81969;7.415730286;yes;yes;yes;High School;20-24;2235.439941;42;12;24
234439;3.766981125;no;no;no;HS dropout;0-4;5568.709961;20;10;4
145682;5.601851708;no;no;no;Post-graduate;0-4;8962.75;27;17;4
179886;7.326605403;no;yes;yes;High School;Okt-14;4574.25;29;12;11
76991;7.31854836;no;no;no;High School;05-Sep;8444.05957;25;12;7
116919;7.257460069;yes;no;yes;Some College;15-19;6049.930176;37;13;18
185888;2.693877589;yes;yes;yes;Elementary;20-24;6631.740234;35;8;21
674;2.966292031;no;no;no;High School;0-4;2674.719971;20;12;2
26234;8.755779302;yes;no;no;High School;25-29;5992.890137;46;12;28
115842;14.24926236;no;no;yes;College;20-24;10028.33008;42;16;20
156927;10.53191501;no;no;yes;Some College;25-29;3626.159912;47;14;27
7103;2.744455674;no;yes;yes;Some College;05-Sep;12925.17969;28;14;8
130445;6.34639793;no;no;yes;High School;05-Sep;7664.609863;27;12;9
132834;4.91489375;no;yes;no;HS dropout;30-34;5873.279785;48;9;33
245265;6.119721099;no;no;yes;High School;20-24;5055.049805;41;12;23
27251;4.360360266;no;no;yes;Some College;15-19;6426.259766;35;14;15
69961;3.762586504;no;no;no;High School;0-4;1388.599976;21;12;3
194234;3.934774664;no;no;yes;Post-graduate;30-34;5979.589844;54;17;31
215028;3.544575935;no;no;no;High School;15-19;924.8699951;35;12;17
97921;4.717349054;yes;yes;no;Post-graduate;Okt-14;6468.950195;38;18;14
79943;6.402065479;no;no;yes;Some College;15-19;9116.360352;37;15;16
132679;8.015210334;no;no;yes;College;Okt-14;6115.049805;33;16;11
251717;2.525510196;no;no;yes;HS dropout;05-Sep;3607.959961;25;10;9
174463;6.226415446;no;no;yes;Post-graduate;05-Sep;3617.25;30;18;6
145375;8.862304237;no;no;yes;College;05-Sep;8949.370117;29;16;7
67147;3.996997069;no;yes;no;Some College;0-4;3982.75;25;15;4
230945;11.23967897;no;no;no;High School;05-Sep;12738.05957;23;12;5
192106;3.996330054;no;no;yes;High School;Okt-14;4643.22998;29;12;11
233447;4.96556586;no;no;yes;College;Okt-14;6917.350098;34;16;12
46339;3.366532091;no;no;no;Some College;05-Sep;8289.69043;28;13;9
141629;4.381648829;no;no;yes;High School;05-Sep;7021.5;27;12;9
150879;2.345322998;no;yes;no;HS dropout;0-4;5234.700195;16;9;1
204763;5.827981741;no;no;no;College;0-4;7600.089844;23;16;1
177201;8.402778714;no;no;no;Post-graduate;05-Sep;3714.909912;30;18;6
65308;7.415730286;no;no;yes;High School;20-24;4930.709961;39;12;21
261494;8.119290806;yes;no;yes;High School;25-29;12077.5498;43;12;25
226025;5.7244901;no;no;no;HS dropout;Okt-14;4549.27002;25;9;10
159027;5.039716063;yes;no;yes;Post-graduate;25-29;2613.929932;53;18;29
182969;6.072490839;yes;yes;yes;High School;25-29;4791.75;45;12;27
227134;3.960613435;no;no;yes;High School;05-Sep;7995.620117;25;12;7
263991;4.662385271;no;no;yes;Some College;05-Sep;13906.95996;25;13;6
114454;6.129287568;yes;no;yes;College;Okt-14;5185.459961;36;16;14
192044;8.767951854;no;no;yes;Some College;15-19;4256.200195;37;14;17
116725;3.69689607;no;no;no;Some College;05-Sep;4128.209961;28;15;7
235364;9.523253037;no;no;yes;HS dropout;20-24;9281.530273;40;10;24
235842;4.47027796;no;no;yes;High School;Okt-14;10608.84961;29;12;11
173011;12.50526195;no;no;no;Some College;Okt-14;806.5300293;31;14;11
106988;5.250723337;no;no;yes;High School;05-Sep;5994.870117;24;12;6
265510;2.020408103;no;yes;no;HS dropout;Okt-14;595.2700195;26;10;10
66984;1.851289451;no;no;yes;High School;>=40;1891.77002;64;12;46
87078;4.286857252;no;no;yes;Elementary;>=40;3674.110107;60;8;46
143155;17.66701485;no;no;yes;College;35-39;5040.040039;60;16;38
81623;3.188764055;no;yes;yes;High School;15-19;1769.099976;37;12;19
173940;8.475788667;yes;yes;yes;Some College;30-34;2009.150024;52;14;32
64687;3.260479127;no;no;no;High School;05-Sep;1276.369995;26;12;8
195425;6.703601187;yes;no;yes;Some College;15-19;7208.680176;35;14;15
253112;3.117174581;no;no;no;Some College;0-4;3689.22998;22;14;2
73796;5.821348576;no;no;yes;Elementary;Okt-14;7781.410156;28;8;14
20439;12.67964026;yes;no;yes;High School;20-24;7320.649902;38;12;20
198610;9.260204453;no;no;yes;High School;20-24;6678.259766;42;12;24
134360;10.06609763;no;no;yes;Post-graduate;15-19;7572.77002;42;17;19
11159;7.34600216;no;no;no;High School;>=40;7733.080078;64;12;46
72778;5.289950015;no;no;yes;High School;20-24;7323.029785;41;12;23
158716;4.453903271;no;no;yes;College;Okt-14;6285.439941;36;16;14
57436;6.379455673;no;no;yes;College;05-Sep;5429.990234;31;16;9
252792;6.587778018;yes;no;yes;High School;25-29;7872.839844;44;12;26
40703;2.731485226;no;yes;no;High School;15-19;1552.170044;36;12;18
86872;6.276657102;no;no;no;Elementary;15-19;4665.319824;33;8;19
34622;4.112359432;yes;no;yes;College;Okt-14;1517.469971;33;16;11
45776;2.699698504;no;yes;yes;High School;05-Sep;9376.919922;25;12;7
136262;6.947368509;no;no;yes;High School;30-34;8337.209961;51;12;33
144907;6.568571123;no;no;yes;HS dropout;>=40;6700.930176;64;10;48
178060;2.408530802;no;no;no;Some College;0-4;4297.910156;21;14;1
4798;10.71161165;no;no;yes;Post-graduate;Okt-14;4842.200195;38;18;14
141319;6.633771716;yes;no;yes;Some College;Okt-14;8629.900391;31;14;11
201417;5.992924704;no;no;yes;High School;15-19;9569.55957;33;12;15
47840;3.293346781;no;no;yes;High School;0-4;8376.330078;19;12;1
4343;2.725225232;no;no;no;HS dropout;0-4;5468.370117;17;11;0
212179;14.17017295;no;no;yes;Post-graduate;30-34;7992.819824;57;17;34
27682;3.604766798;no;no;yes;High School;20-24;6971.72998;41;12;23
58700;4.347305433;no;no;no;College;0-4;7123.279785;26;16;4
102986;5.600771323;yes;no;yes;High School;>=40;7113.220215;59;12;41
157890;12.46810532;no;no;yes;Post-graduate;15-19;4408.049805;39;18;15
16225;7.423312012;no;no;yes;Some College;15-19;6990.169922;38;13;19
127352;24.10759237;no;no;yes;Post-graduate;20-24;11191.13965;46;18;22
131600;8.802134336;yes;no;yes;High School;Okt-14;3759.790039;28;12;10
221351;10.12081817;no;yes;yes;Post-graduate;25-29;6123.419922;53;18;29
74686;7.022791681;no;no;no;Some College;05-Sep;7323.279785;25;13;6
243185;7.191509585;no;no;yes;High School;15-19;10159.13965;36;12;18
131735;8.61823338;no;no;yes;High School;15-19;4757.790039;34;12;16
101266;5.877142761;yes;no;yes;HS dropout;20-24;7130.379883;36;9;21
59056;6.202010089;no;no;yes;High School;25-29;4926.810059;46;12;28
105495;4.826210732;no;no;yes;Elementary;25-29;7940.069824;43;8;29
60043;2.932208677;no;no;no;HS dropout;0-4;8636.530273;18;11;1
86011;8.407770612;yes;no;no;High School;20-24;6293.290039;39;12;21
30481;7.363083479;no;no;yes;Elementary;>=40;6984.100098;63;8;49
153304;2.934044721;no;no;no;Some College;15-19;1953.150024;37;14;17
119910;13.95715512;yes;no;yes;High School;25-29;7892.02002;47;12;29
90572;8.61823338;yes;no;yes;High School;30-34;6074.430176;51;12;33
55439;7.415730286;yes;no;yes;Post-graduate;25-29;3290.050049;49;17;26
245785;2.525510196;no;no;no;Elementary;15-19;8336.780273;27;6;15
25605;4.719101105;yes;no;yes;Post-graduate;15-19;6302.339844;40;18;16
100403;7.876084209;no;no;yes;Some College;15-19;6965.649902;36;13;17
16007;8.128748772;no;no;yes;College;Okt-14;7525;33;16;11
134704;19.28607339;no;no;yes;College;Okt-14;5053.140137;34;16;12
38026;6.488764394;yes;no;yes;College;05-Sep;1485.27002;27;16;5
87836;6.914285937;no;no;yes;High School;Okt-14;6454.410156;28;12;10
195820;7.759293653;no;no;no;College;0-4;7008.47998;26;16;4
147720;15.51282023;no;no;yes;High School;>=40;9566.419922;58;12;40
78590;9.084084218;no;no;yes;Post-graduate;05-Sep;7850.640137;32;18;8
134175;2.345322998;no;yes;no;Elementary;0-4;7584.049805;16;7;3
142444;3.019148944;no;no;yes;High School;20-24;6480.22998;40;12;22
169629;16.07172796;no;no;yes;High School;30-34;13286.63965;48;12;30
32411;9.650306803;yes;no;yes;Some College;20-24;6286.759766;41;14;21
11080;3.604766798;no;no;no;High School;0-4;7950.799805;19;12;1
20992;8.898876269;no;no;yes;High School;20-24;4868.290039;41;12;23
20316;1.829637083;no;no;no;HS dropout;0-4;7363.680176;16;9;1
237640;8.218867599;yes;yes;yes;High School;35-39;13310.9502;53;12;35
251944;2.688888882;no;no;no;HS dropout;0-4;2934.399902;18;10;2
84846;2.808510539;no;no;no;High School;0-4;1656.300049;20;12;2
74827;9.825841682;yes;no;no;College;25-29;7902.740234;51;16;29
109184;8.862304237;no;yes;yes;High School;15-19;7559.560059;33;12;15
217235;4.209183702;no;no;yes;High School;>=40;3587.719971;63;12;45
51497;7.427819432;yes;no;yes;High School;Okt-14;6385.319824;30;12;12
83206;9.589337718;no;no;no;Some College;0-4;2601.310059;19;13;0
81105;14.65766585;yes;no;yes;Some College;Okt-14;1019.950012;30;13;11
172172;5.617021088;no;no;no;College;Okt-14;770.2600098;32;16;10
194165;16.04125959;no;no;yes;College;25-29;7885.069824;51;16;29
193314;4.817061326;yes;no;yes;High School;Okt-14;7246.540039;29;12;11
167080;17.23646679;yes;no;no;Post-graduate;15-19;5981.129883;39;18;15
163870;6.914285937;no;no;no;HS dropout;>=40;7895.629883;63;10;47
51264;3.521317455;no;no;no;Elementary;>=40;5992.939941;62;8;48
115311;2.654415981;no;no;no;High School;0-4;9749.950195;21;12;3
256117;2.65690762;no;no;no;Some College;15-19;7492.040039;38;13;19
62717;3.709700382;no;no;yes;High School;Okt-14;280.1000061;29;12;11
143853;2.240740753;no;yes;no;High School;Okt-14;5719.890137;30;12;12
75721;4.528443316;no;no;yes;High School;Okt-14;2231.909912;28;12;10
209214;9.196679605;no;no;yes;College;05-Sep;5609.580078;27;16;5
80774;6.534653365;no;no;no;High School;0-4;750.289978;20;12;2
159510;9.589337718;no;no;yes;Post-graduate;05-Sep;2460.199951;29;18;5
251226;3.75281934;no;no;yes;HS dropout;Okt-14;4862.25;25;9;10
165960;10.8234911;yes;no;no;Some College;05-Sep;8966.379883;26;13;7
29782;6.822471564;no;no;yes;College;05-Sep;2876.340088;28;16;6
133110;7.170370678;no;no;no;High School;>=40;7618.549805;58;12;40
70617;2.388943786;yes;no;no;Some College;Okt-14;2101.129883;30;14;10
168095;2.830409403;no;no;no;HS dropout;0-4;7411.629883;17;11;0
250350;4.753975899;yes;no;yes;Elementary;>=40;5482.790039;56;8;42
25197;13.08108106;yes;yes;yes;Some College;30-34;7849.660156;49;13;30
72349;3.681541733;no;no;yes;HS dropout;35-39;8133.169922;54;10;38
50939;3.681541733;no;no;yes;High School;Okt-14;4400.560059;32;12;14
106192;10.42105171;no;no;yes;High School;>=40;7214.75;62;12;44
141427;5.515669731;no;no;yes;High School;Okt-14;7822.180176;29;12;11
143271;4.749754592;yes;no;yes;High School;>=40;5282.689941;61;12;43
153126;6.894586523;yes;no;yes;Some College;15-19;1495.530029;35;14;15
75557;8.720720548;no;no;no;Post-graduate;15-19;7335.279785;39;18;15
242372;6.532653221;no;no;no;High School;35-39;9212.259766;56;12;38
164487;7.000964338;no;no;yes;High School;30-34;8107.02002;48;12;30
141942;2.413105361;no;no;no;HS dropout;05-Sep;4114.890137;24;11;7
48909;2.508390957;no;yes;no;Some College;0-4;11485.33984;22;13;3
11621;8.720720548;yes;no;yes;College;Okt-14;7407.339844;33;16;11
82625;4.225024327;no;no;yes;High School;30-34;3260.409912;48;12;30
70274;7.883514429;no;no;yes;High School;Okt-14;1341.51001;30;12;12
188781;7.247136583;no;no;no;Some College;05-Sep;6902.189941;26;14;6
243087;11.84063326;no;no;no;High School;30-34;9450.639648;51;12;33
